LLB,SBI,AFC,LASD,LLSD,material_id,formula,num_elements,bandgap,energy_above_hull,formation_energy_per_atom
0.0,1.493333333333334,6.0,3.424328690674239,4.414588546213327,mp-8754,Na4 Li4 Te4,3,2.284,0.0,-1.129250698793103
0.0,2.4600000000000004,5.0,3.472040689191348,4.467715842705604,mp-976726,Li4 Dy4 O8,3,4.5644,0.0,-3.288713784999998
0.0,1.4225000000000003,7.75,3.362806108448603,4.1069492588325085,mp-973391,Li4 Si4 B24,3,1.7307,0.0,-0.202180563541666
0.0,2.365,2.25,2.31969104983283,2.823732564872779,mp-23702,Li4 H8 N4,3,3.135799999999999,0.0,-0.5905356927083331
0.0,1.9679999999999995,2.8,4.114917419592234,4.567901910342334,mp-23384,Li8 I8 O24,3,3.7886,0.0,-1.385911869166666
0.0,2.571428571428572,4.142857142857143,4.364757573219934,4.702072154426783,mp-1195868,Li8 Ce8 F40,3,2.2896,0.0,-3.813024981190474
0.0,2.571428571428572,4.285714285714286,4.470787725832259,4.845172126829375,mp-1196169,Li8 Th8 F40,3,6.5143,0.0,-4.094244219345238
0.0,2.0,4.0,2.568878252222223,3.820556377493909,mp-28567,Li2 Bi2 F8,3,4.8473,0.0,-2.815617924444446
0.0,2.4,4.5,2.7095971691437835,3.70779791982873,mp-555874,Li2 As2 S4,3,1.0664,0.0,-0.855298688958333
0.0,2.1333333333333337,4.0,3.1151340442426942,3.767605510455399,mp-1210789,Li4 Si2 S6,3,3.177699999999999,0.0,-1.306160535694442
